place_name,place_id,address,links_gm,phone,latitude,longitude,text,w_to,day,expire_date,priority,text_id,w_from,price
Petrus-ь,10100057,"вул. Еспланадна, 28","https://www.google.com.ua/maps/place/Petrus-%D1%8C/@50.437124,30.5181563,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ceffaee65193:0x4f9a05ad449958a1!8m2!3d50.437124!4d30.520345",442871539,50.437206,30.520495,"Інтер’єр ресторану нагадує затишну обстановку київського будинку початку 20 століття. Це прекрасне місце для душевних зустрічей, довгих розмов, сімейних обідів. Живі квіти, кокетливі деталі і навіть справжня консервація – все це огортає атмосферою тепла і комфорту.",00:00,5,,0,10100057,00:00,
Petrus-ь,10100057,"вул. Еспланадна, 28","https://www.google.com.ua/maps/place/Petrus-%D1%8C/@50.437124,30.5181563,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ceffaee65193:0x4f9a05ad449958a1!8m2!3d50.437124!4d30.520345",442871539,50.437206,30.520495,"Інтер’єр ресторану нагадує затишну обстановку київського будинку початку 20 століття. Це прекрасне місце для душевних зустрічей, довгих розмов, сімейних обідів. Живі квіти, кокетливі деталі і навіть справжня консервація – все це огортає атмосферою тепла і комфорту.",04:50,3,,0,10100057,00:00,
Petrus-ь,10100057,"вул. Еспланадна, 28","https://www.google.com.ua/maps/place/Petrus-%D1%8C/@50.437124,30.5181563,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ceffaee65193:0x4f9a05ad449958a1!8m2!3d50.437124!4d30.520345",442871539,50.437206,30.520495,"Інтер’єр ресторану нагадує затишну обстановку київського будинку початку 20 століття. Це прекрасне місце для душевних зустрічей, довгих розмов, сімейних обідів. Живі квіти, кокетливі деталі і навіть справжня консервація – все це огортає атмосферою тепла і комфорту.",00:00,0,,0,10100057,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",00:00,2,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",00:00,4,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",00:00,1,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",04:50,0,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",23:00,6,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",21:00,3,,0,10100068,00:00,
ProRock Pub,10100068,"вул. Пушкінська, 32","https://www.google.com.ua/maps/place/ProRock/@50.44161,30.5142124,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cef8db770dc9:0xdc634635b81af35b!8m2!3d50.44161!4d30.5164011",980046644,50.44161,30.514212,"Місце, де обожнюють соковиті стейки, крафтове пиво і живий рок. Кухня тут працює навіть вночі.",03:00,5,,0,10100068,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",04:00,3,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",03:00,6,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",03:00,1,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",04:00,0,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",03:00,2,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",03:00,5,,0,10100842,00:00,
Just Beer Bar,10100842,"вул. Госпітальна, 2","https://www.google.com.ua/maps/place/JUST+BEER+BAR/@50.4377764,30.5246917,17.5z/data=!4m5!3m4!1s0x0:0x48057981bb2df1a2!8m2!3d50.438381!4d30.524406",732675718,50.4377764,30.5246917,"Найбільша кількість розливного пива в центрі столиці, власна пивоварня, cold room і одні з кращих закусок. Заклад працює цілодобово.",00:00,4,,0,10100842,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,02:00,1,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,00:00,2,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,00:00,3,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,00:00,6,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,02:00,0,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,02:00,4,,0,10100062,00:00,
Under Wonder,10100062,"вул. Велика Васильківська, 21","https://www.google.com.ua/maps/place/Under+Wonder/@50.4393838,30.5154948,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cefebf9c1b77:0x34b7bb04b494b3e1!8m2!3d50.4393838!4d30.5176835",982034394,50.4393838,30.5176835,Незаперечний пріоритет тут - людське спілкування. У цих стінах можна знайти спокій з урбаністичним присмаком і дозволити собі особливе задоволення приглушеної розмови. В меню - страви італійської та французької кухні в авторському виконанні від шеф-кухаря.,02:00,5,,0,10100062,00:00,
Кафе Даш,10100840,"Бессарабська площа, 2","https://www.google.com.ua/maps/place/%D0%9A%D0%B0%D1%84%D0%B5+%D0%94%D0%B0%D1%88/@50.442958,30.5218941,18.01z/data=!4m12!1m6!3m5!1s0x40d4ce575be26473:0x62bb3355ce77df10!2z0KLQvtC70YHRgtGL0Lkg0Lgg0KLQvtC90LrQuNC5!8m2!3d50.448147!4d30.517459!3m4!1s0x40d4ceff679e0211:0x8d80c7dce44db43!8m2!3d50.442138!4d30.521244",442355528,50.442958,30.5218941,"Познайомся з різноманітною турецькою кухнею, спробуй свіжоспечену перепічку з печі зі смачною м'ясною начинкою і запий її айраном, власного приготування. Ти не знайдеш тут запорошених балдахінів або багатих килимів, а східних мотивів надають лише акуратні візерунки і різьблення на настінних підвісках.",02:00,5,,0,10100840,00:00,
Кафе Даш,10100840,"Бессарабська площа, 2","https://www.google.com.ua/maps/place/%D0%9A%D0%B0%D1%84%D0%B5+%D0%94%D0%B0%D1%88/@50.442958,30.5218941,18.01z/data=!4m12!1m6!3m5!1s0x40d4ce575be26473:0x62bb3355ce77df10!2z0KLQvtC70YHRgtGL0Lkg0Lgg0KLQvtC90LrQuNC5!8m2!3d50.448147!4d30.517459!3m4!1s0x40d4ceff679e0211:0x8d80c7dce44db43!8m2!3d50.442138!4d30.521244",442355528,50.442958,30.5218941,"Познайомся з різноманітною турецькою кухнею, спробуй свіжоспечену перепічку з печі зі смачною м'ясною начинкою і запий її айраном, власного приготування. Ти не знайдеш тут запорошених балдахінів або багатих килимів, а східних мотивів надають лише акуратні візерунки і різьблення на настінних підвісках.",02:00,4,,0,10100840,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",02:00,1,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",02:00,5,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",01:00,2,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",01:00,6,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",01:00,3,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",01:00,0,,0,10100798,00:00,
Public Cafe,10100798,"вул. Хрещатик, 1","https://www.google.com.ua/maps/place/Public+Cafe/@50.4515509,30.5248502,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4ce51c364f93f:0x306d31e0cf90b20f!8m2!3d50.4515509!4d30.5270389",674409905,50.4515509,30.5270389,"Ресторан найчастіше обирають для бізнес-зустрічей, неспішних бесід за келихом вина або віскі, романтики для двох або правильного релаксу з ароматним кальяном на лаунж-терасі.",01:00,4,,0,10100798,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",01:00,6,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",01:00,2,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",23:00,1,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",00:00,4,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",00:00,3,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",00:00,5,,0,10100295,00:00,
Товстий Лев,10100295,"вул. Велика Васильківська, 18","https://www.google.com.ua/maps/place/%D0%A2%D0%BE%D0%BB%D1%81%D1%82%D1%8B%D0%B9+%D0%BB%D0%B5%D0%B2/@50.4400382,30.515245,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4c389463a62a3:0xc5571d772f3fe99c!8m2!3d50.4400382!4d30.5174337",675478930,50.440041,30.515239,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тим, що відбувається в пабі Crazy Jack.",00:00,0,,0,10100295,00:00,
Crazy Jack,10100027,"вул. Антоновича, 47","https://www.google.com.ua/maps/place/Crazy+Jack/@50.4321672,30.511667,17z/data=!3m1!4b1!4m5!3m4!1s0x40d4cee2c6e35c73:0xb11d5bf33bdeb83c!8m2!3d50.4321672!4d30.5138557",674702929,50.43217,30.511661,"Тут люблять унікальне і неповторне душевне оточення, якісну барну карту і адекватні ціни, незважаючи на розташування в самому центрі міста. Для тих, у кому не спить шпигун, є екрани, через які можна спостерігаті за тім, что відбувається в пабі Товстий Лев.",00:00,0,,0,10100027,00:00,
